Year,Round,Pick,Overall,Team,PlayerName,Pos,Country,Ht,Wt,AmateurLeague,AmateurTeam,PlayerID,Status,GamesPlayed,Points,PPG
2003,1,21,21,BOS,Mark Stuart,D,USA,74,213,WCHA,Colorado College,8470614,inactive,10,5,0.5
2003,2,15,45,BOS,Patrice Bergeron,C,CAN,74,194,QMJHL,Acadie-Bathurst,8470638,other_team,41,31,0.756
2003,2,36,66,BOS,Masi Marjamaki,L,FIN,74,184,WHL,Red Deer,8470659,inactive,290,129,0.445
2003,4,6,107,BOS,Byron Bitz,R,CAN,77,215,BCHL,Nanaimo,8470700,other_team,360,44,0.122
2003,4,17,118,BOS,Frank Rediker,D,USA,73,200,OHL,Windsor,8470710,other_team,396,218,0.551
2003,4,28,129,BOS,Patrik Valcak,F,CZE,73,187,CZE JR.,Ostrava Jr.,8470721,active,105,98,0.933
2003,5,17,153,BOS,Mike Brown,G,USA,72,177,OHL,Saginaw,8470745,other_team,239,138,0.577
2003,6,16,183,BOS,Nate Thompson,C,USA,72,210,WHL,Seattle,8470775,inactive,106,63,0.594
2003,8,18,247,BOS,Benoit Mondou,C,CAN,61,165,QMJHL,Shawinigan,8470836,other_team,153,50,0.327
2003,9,16,277,BOS,Kevin Regan,G,USA,72,195,USHSE,St. Sebastian's,8470866,other_team,373,31,0.083
2002,1,29,29,BOS,Hannu Toivonen,G,FIN,74,200,FIN,HPK,8470084,inactive,451,235,0.521
2002,2,26,56,BOS,Vladislav Evseev,L,RUS,74,196,RUS,HC CSKA,8470220,inactive,246,215,0.874
2002,4,34,130,BOS,Jan Kubista,R,CZE,72,189,CZE JR.,Pardubice Jr.,8470260,other_team,77,17,0.221
2002,5,22,153,BOS,Peter Hamerlik,G,SVK,74,187,OHL,Kingston,8468564,other_team,179,37,0.207
2002,7,31,228,BOS,Dmitri Utkin,L,RUS,72,169,RUS JR.,Yaroslavl Jr.,8470139,active,457,265,0.58
2002,8,30,259,BOS,Yan Stastny,F,CAN,61,191,CCHA,U. of Notre Dame,8470223,active,247,196,0.794
2002,9,30,290,BOS,Pavel Frolov,F,RUS,73,154,RUS JR.,N. Novgorod Jr.,8470249,other_team,408,140,0.343
2001,1,19,19,BOS,Shaone Morrisonn,D,CAN,76,210,WHL,Kamloops,8469472,active,456,154,0.338
2001,3,14,77,BOS,Darren Mclachlan,L,CAN,73,230,WHL,Seattle,8469526,other_team,96,12,0.125
2001,4,15,111,BOS,Matti Kaltiainen,G,FIN,74,218,FIN,Blues Jr.,8469559,inactive,161,102,0.634
2001,5,16,147,BOS,Jiri Jakes,R,CZE,76,225,WHL,Brandon,8469594,active,451,69,0.153
2001,6,14,179,BOS,Andrew Alberts,D,USA,77,218,USHL,Waterloo,8469626,active,112,73,0.652
2001,7,13,209,BOS,Jordan Sigalet,G,CAN,73,180,BCJHL,Victoria,8469653,active,176,88,0.5
2001,8,14,241,BOS,Milan Jurcina,D,SVK,76,240,QMJHL,Halifax,8469684,inactive,533,133,0.25
2001,9,23,282,BOS,Marcel Rodman,R,SVN,72,183,OHL,Peterborough,8469724,other_team,536,325,0.606
2000,1,7,7,BOS,Lars Jonsson,D,SWE,73,198,,Leksand IF Jr.,8468487,other_team,432,45,0.104
2000,1,27,27,BOS,Martin Samuelsson,L,SWE,74,197,,Modo Jr.,8468507,other_team,196,30,0.153
2000,2,7,37,BOS,Andy Hilbert,F,USA,61,188,,U. of Michigan,8468517,inactive,212,69,0.325
2000,2,29,59,BOS,Ivan Huml,L,CZE,74,200,,Langley,8468539,other_team,122,118,0.967
2000,3,1,66,BOS,Tuukka Makela,D,FIN,0,202,,IFK JR.,8468546,other_team,99,45,0.455
2000,3,8,73,BOS,Sergei Zinovjev,R,RUS,61,185,,Novokuznetsk,8468553,active,226,60,0.265
2000,4,7,103,BOS,James Brett Nowak,F,USA,0,192,,Harvard U.,8468583,other_team,140,39,0.279
2000,6,7,174,BOS,Jarno Kultanen,D,FIN,74,198,,IFK Helsinki,8468654,active,1,1,1
2000,7,7,204,BOS,Chris Berti,F,CAN,0,206,,Sarnia,8468684,other_team,393,115,0.293
2000,8,8,237,BOS,Zdenek Kutlak,D,CZE,75,210,,Budejovice,8468717,other_team,386,348,0.902
2000,9,7,268,BOS,Pavel Kolarik,D,CZE,73,207,,,8468748,inactive,30,20,0.667
2000,9,18,279,BOS,Andreas Lindstrom,L,SWE,0,,,Lulea Jr.,8468759,other_team,224,210,0.938
2011,1,16,16,BUF,Joel Armia,RW,FIN,75,192,FINLAND,Assat,8476469,active,2,1,0.5
2011,3,16,77,BUF,Daniel Catenacci,C,CAN,69,186,OHL,Sault Ste. Marie,8476401,active,25,1,0.04
2011,4,16,107,BUF,Colin Jacobs,C,USA,73,205,WHL,Seattle,8476349,other_team,0,0,#DIV/0!
2011,5,16,137,BUF,Alex Lepkowski,D,USA,76,210,OHL,Barrie,8476378,active,40,22,0.55
2011,6,16,167,BUF,Nathan Lieuwen,G,CAN,77,185,WHL,Kootenay,8476319,other_team,31,8,0.258
2011,7,16,197,BUF,Brad Navin,C,USA,74,183,HIGH-WI,Waupaca,8476281,inactive,39,28,0.718
2010,1,23,23,BUF,Mark Pysyk,D,CAN,73,174,WHL,Edmonton,8475796,inactive,27,12,0.444
2010,3,8,68,BUF,Jerome Gauthier-Leduc,D,CAN,73,176,QMJHL,Rouyn-Noranda,8475741,inactive,33,17,0.515
2010,3,15,75,BUF,Kevin Sundher,C,CAN,72,192,WHL,Chilliwack,8475709,inactive,39,17,0.436
2010,3,23,83,BUF,Matt MacKenzie,D,CAN,73,191,WHL,Calgary,8475811,inactive,9,2,0.222
2010,4,8,98,BUF,Steven Shipley,C,CAN,74,205,OHL,Owen Sound,8475818,other_team,29,24,0.828
2010,5,23,143,BUF,Gregg Sutch,RW,CAN,74,193,OHL,Mississauga,8475851,active,69,33,0.478
2010,6,23,173,BUF,Cedrick Henley,LW,CAN,77,195,QMJHL,Val d'Or,8475874,inactive,100,98,0.98
2010,7,23,203,BUF,Christian Isackson,RW,USA,72,174,HIGH-MN,St. Thomas,8475901,other_team,47,19,0.404
2010,7,28,208,BUF,Riley Boychuk,LW,CAN,76,210,WHL,Portland,8475904,inactive,5,5,1
2009,1,13,13,BUF,Zack Kassian,R,CAN,75,214,OHL,Peterborough,8475178,inactive,12,12,1
2009,3,5,66,BUF,Brayden McNabb,D,CAN,76,204,WHL,Kootenay,8475188,other_team,122,115,0.943
2009,4,13,104,BUF,Marcus Foligno,L,USA,74,215,OHL,Sudbury,8475220,inactive,14,8,0.571
2009,5,13,134,BUF,Mark Adams,D,USA,73,187,HIGH-MA,Malden Catholic,8475259,inactive,115,32,0.278
2009,6,13,164,BUF,Connor Knapp,G,USA,77,215,CCHA,Miami University,8475303,active,142,80,0.563
2009,7,13,194,BUF,Maxime Legault,R,CAN,74,195,QMJHL,Shawinigan,8475340,other_team,142,44,0.31
2008,1,12,12,BUF,Tyler Myers,D,USA,80,227,WHL,Kelowna,8474574,active,37,0,0
2008,1,26,26,BUF,Tyler Ennis,C,CAN,69,157,WHL,Medicine Hat,8474589,other_team,150,18,0.12
2008,2,14,44,BUF,Luke Adam,C,CAN,74,203,QMJHL,St. John's,8474609,active,154,39,0.253
2008,3,20,81,BUF,Corey Fienhage,D,USA,74,190,HIGH-MN,Eastview High,8474643,active,78,54,0.692
2008,4,10,101,BUF,Justin Jokinen,R,USA,74,165,HIGH-MN,Cloquet,8474663,inactive,173,89,0.514
2008,4,13,104,BUF,Jordon Southorn,D,CAN,74,185,QMJHL,PEI,8474664,inactive,189,43,0.228
2008,5,13,134,BUF,Jacob Lagace,L,CAN,61,190,QMJHL,Chicoutimi,8474699,active,170,65,0.382
2008,6,13,164,BUF,Nick Crawford,D,CAN,73,199,OHL,Saginaw,8474724,active,139,76,0.547
2007,2,1,31,BUF,TJ Brennan,D,USA,72,208,QMJHL,St. John's Fog Devils,8474113,active,136,6,0.044
2007,2,29,59,BUF,Drew Schiestel,D,CAN,73,193,OHL,Mississauga,8473996,other_team,227,80,0.352
2007,3,28,89,BUF,Corey Tropp,R,USA,72,183,USHL,Sioux Falls,8474130,inactive,209,112,0.536
2007,5,18,139,BUF,Bradley Eidsness,G,CAN,72,190,AJHL,Okotoks,8474115,other_team,215,129,0.6
2007,5,26,147,BUF,Jean-Simon Allard,C,CAN,74,195,QMJHL,St. John's,8474171,inactive,198,110,0.556
2007,6,28,179,BUF,Paul Byron,C,CAN,69,144,QMJHL,Gatineau,8474038,inactive,156,86,0.551
2007,7,6,187,BUF,Nick Eno,G,USA,75,190,EJHL,Green Mountain,8474064,other_team,114,48,0.421
2007,7,28,209,BUF,Drew MacKenzie,D,USA,74,200,HIGH-CT,Taft School,8474028,other_team,178,159,0.893
2006,1,24,24,BUF,Dennis Persson,D,SWE,73,192,SWE,Vasteras,8473497,active,199,161,0.809
2006,2,16,46,BUF,Jhonas Enroth,G,SWE,61,166,SWE,Sodertalje,8473523,active,87,60,0.69
2006,2,27,57,BUF,Mike Weber,D,USA,74,211,OHL,Windsor,8473426,inactive,246,74,0.301
2006,4,24,117,BUF,Felix Schutz,C,DEU,61,187,QMJHL,Saint John,8473498,other_team,240,213,0.888
2006,5,24,147,BUF,Alex Biega,D,CAN,61,191,USHSE,Salisbury,8473415,active,55,14,0.255
2006,7,24,207,BUF,Benjamin Breault,C,CAN,61,177,QMJHL,Baie Comeau,8473567,active,48,15,0.313
2005,1,13,13,BUF,Marek Zagrapan,C,SVK,73,195,QMJHL,Chicoutimi,8471687,inactive,288,93,0.323
2005,2,18,48,BUF,Philip Gogulla,F,DEU,74,182,GER,Koln,8471673,active,208,129,0.62
2005,3,26,87,BUF,Marc-Andre Gragnani,D,CAN,74,201,QMJHL,P.E.I.,8471752,other_team,133,115,0.865
2005,4,5,96,BUF,Chris Butler,D,USA,73,200,USHL,Sioux City,8471761,other_team,89,86,0.966
2005,5,17,142,BUF,Nathan Gerbe,C,USA,65,178,USA,US Nat'l U-18,8471804,active,101,1,0.01
2005,6,20,182,BUF,Adam Dennis,G,CAN,61,183,OHL,London,8471843,inactive,53,24,0.453
2005,6,29,191,BUF,Vjateslav Buravchikov,D,RUS,73,189,RUS-2,Krylja,8471852,other_team,224,26,0.116
2005,7,14,208,BUF,Matt Generous,D,USA,75,208,EJHL,N.E. Jr. Falcons,8471866,inactive,87,8,0.092
2005,7,33,227,BUF,Andrew Orpik,D,USA,75,200,USHSE,Thayer Academy,8471884,other_team,208,62,0.298
2004,1,13,13,BUF,Drew Stafford,R,USA,74,214,WCHA,U. of North Dakota,8471226,active,361,194,0.537
2004,2,13,43,BUF,Michael Funk,D,CAN,76,199,WHL,Portland,8471256,inactive,113,42,0.372
2004,3,6,71,BUF,Andrej Sekera,D,SVK,72,201,SVK JR.,Trencin Jr.,8471284,inactive,395,335,0.848
2004,5,16,145,BUF,Michal Valent,G,SVN,74,176,SVK JR.,Martin Jr.,8471357,inactive,205,92,0.449
2004,6,13,176,BUF,Patrick Kaleta,R,USA,73,206,OHL,Peterborough,8471388,inactive,280,248,0.886
2004,7,14,207,BUF,Mark Mancari,R,CAN,75,225,OHL,Ottawa,8471419,inactive,36,5,0.139
2004,8,14,241,BUF,Mike Card,D,CAN,73,201,WHL,Kelowna,8471452,inactive,287,38,0.132
2004,9,15,273,BUF,Dylan Hunter,L,CAN,61,198,OHL,London,8470995,inactive,216,4,0.019
2003,1,5,5,BUF,Thomas Vanek,L,AUT,74,205,WCHA,U. of Minnesota,8470598,active,322,278,0.863
2003,2,35,65,BUF,Branislav Fabry,R,SVK,72,185,SVK JR.,Bratislava Jr.,8470658,active,149,82,0.55
2003,3,6,74,BUF,Clarke MacArthur,L,CAN,72,191,WHL,Medicine Hat,8470667,inactive,447,60,0.134
2003,4,5,106,BUF,Jan Hejda,D,CZE,76,237,CZE,Slavia,8470699,active,261,33,0.126
2003,4,13,114,BUF,Denis Ezhov,D,RUS,61,200,RUS,Togliatti,8470706,inactive,273,188,0.689
2003,5,14,150,BUF,Thomas Morrow,D,USA,78,198,USHL,Des Moines,8470742,other_team,312,106,0.34
2003,6,5,172,BUF,Pavel Voroshnin,D,RUS,74,183,OHL,Mississauga,8470764,active,323,114,0.353
2003,7,5,202,BUF,Nathan Paetsch,D,CAN,73,198,WHL,Moose Jaw,8469509,other_team,398,3,0.008
2003,8,6,235,BUF,Jeff Weber,G,CAN,74,193,OHL,Plymouth,8470824,active,224,25,0.112
2003,9,5,266,BUF,Louis Philippe Martin,R,CAN,72,172,QMJHL,Baie Comeau,8470855,other_team,231,50,0.216
2002,1,11,11,BUF,Keith Ballard,D,USA,61,208,WCHA,U. of Minnesota,8470054,other_team,344,91,0.265
2002,1,20,20,BUF,Daniel Paille,L,CAN,72,200,OHL,Guelph,8470230,inactive,188,49,0.261
2002,3,13,76,BUF,Michael Tessier,L,CAN,74,191,QMJHL,Acadie-Bathurst,8470138,other_team,177,112,0.633
2002,3,19,82,BUF,John Adams,D,USA,74,188,H-EAST,Boston College,8470157,inactive,112,37,0.33
2002,4,12,108,BUF,Jakub Hulva,F,CZE,72,172,CZE,Vitkovice,8470238,inactive,12,7,0.583
2002,4,25,121,BUF,Marty Magers,G,USA,73,180,USHL,Omaha,8470261,inactive,246,105,0.427
2002,6,12,178,BUF,Maxim Sheviev,C,RUS,73,176,RUS,Elektrostal,8470243,active,425,402,0.946
2002,7,11,208,BUF,Radoslav Hecl,D,SVK,73,196,SVK,Bratislava,8470239,other_team,396,256,0.646
2002,8,12,241,BUF,Dennis Wideman,D,CAN,72,196,OHL,London,8469770,other_team,58,10,0.172
2002,9,11,271,BUF,Martin Cizek,D,CZE,73,188,CZE JR.,Slavia Jr.,8470236,other_team,401,204,0.509
2001,1,22,22,BUF,Jiri Novotny,C,CZE,75,204,CZE,Budejovice,8469475,other_team,180,167,0.928
2001,2,2,32,BUF,Derek Roy,C,CAN,69,184,OHL,Kitchener,8469485,other_team,350,317,0.906
2001,2,20,50,BUF,Chris Thorburn,C,CAN,75,230,OHL,North Bay,8469501,active,188,143,0.761
2001,2,25,55,BUF,Jason Pominville,R,CAN,72,185,QMJHL,Shawinigan,8469506,inactive,46,26,0.565
2001,5,24,155,BUF,Michal Vondrka,L,CZE,72,180,CZE,Budejovice,8469602,other_team,329,175,0.532
2001,8,7,234,BUF,Calle Aslund,D,SWE,75,204,SWE D1,Huddinge,8469677,active,224,91,0.406
2001,8,20,247,BUF,Marek Dubec,D,SVK,72,179,CZE,Vsetin,8469690,active,315,178,0.565
2001,9,20,279,BUF,Ryan Jorde,D,CAN,75,207,WHL,Tri-City,8469721,other_team,127,62,0.488
2000,1,15,15,BUF,Artem Kriukov,C,RUS,76,193,,Yaroslavl 2,8468495,other_team,58,3,0.052
2000,2,18,48,BUF,Gerard Dicaire,D,YUG,74,195,,Seattle,8468528,active,85,73,0.859
2000,4,15,111,BUF,Ghyslain Rousseau,G,CAN,73,162,,Baie Comeau,8468591,active,372,43,0.116
2000,5,19,149,BUF,Denis Denisov,L,RUS,72,183,,HC Moscow,8468629,active,553,377,0.682
2000,7,16,213,BUF,Vasily Bizyayev,L,RUS,73,185,,CSKA JR.,8468693,inactive,548,296,0.54
2000,7,23,220,BUF,Paul Gaustad,F,USA,77,212,,Portland,8468700,other_team,359,121,0.337
2000,8,29,258,BUF,Sean McMorrow,D,CAN,76,224,,Kitchener,8468738,active,4,4,1
2000,9,16,277,BUF,Ryan Courtney,L,CAN,0,195,,Windsor,8468757,inactive,270,250,0.926
2011,1,12,12,CAR,Ryan Murphy,D,CAN,61,170,OHL,Kitchener,8476465,active,46,42,0.913
2011,2,12,42,CAR,Victor Rask,C,SWE,73,189,SWEDEN-2,Leksand,8476437,other_team,7,3,0.429
2011,3,12,73,CAR,Keegan Lowe,D,USA,73,173,WHL,Edmonton,8476397,other_team,1,1,1
2011,4,12,103,CAR,Gregory Hofmann,C,CHE,72,175,SWISS,Ambri,8476345,other_team,0,0,#DIV/0!
2011,6,12,163,CAR,Matt Mahalak,G,USA,74,182,OHL,Plymouth,8476315,other_team,26,26,1
2011,7,12,193,CAR,Brody Sutter,C,CAN,76,190,WHL,Lethbridge,8475980,inactive,26,19,0.731
2010,1,7,7,CAR,Jeff Skinner,C,CAN,61,193,OHL,Kitchener,8475784,inactive,86,56,0.651
2010,2,7,37,CAR,Justin Faulk,D,USA,72,205,USHL,USA U-18,8475753,other_team,16,1,0.063
2010,2,23,53,CAR,Mark Alt,D,USA,75,199,HIGH-MN,Cretin-Derham,8475729,inactive,35,9,0.257
2010,3,7,67,CAR,Danny Biega,D,CAN,72,200,ECAC,Harvard U.,8475732,inactive,75,67,0.893
2010,3,25,85,CAR,Austin Levi,D,USA,75,192,OHL,Plymouth,8475801,active,22,0,0
2010,4,15,105,CAR,Justin Shugg,LW,CAN,61,194,OHL,Windsor,8475826,inactive,2,2,1
2010,6,17,167,CAR,Tyler Stahl,D,CAN,73,196,WHL,Chilliwack,8475867,active,69,27,0.391
2010,7,7,187,CAR,Frederik Andersen,G,DNK,76,220,DENMARK,Frederikshavn,8475883,other_team,82,56,0.683
2009,1,27,27,CAR,Philippe Paradis,C,CAN,74,205,QMJHL,Shawinigan,8475152,active,62,37,0.597
2009,2,21,51,CAR,Brian Dumoulin,D,USA,75,205,EJHL,Jr. Monarchs,8475208,inactive,150,35,0.233
2009,3,27,88,CAR,Mattias Lindstrom,L,SWE,76,203,SWE-JR.,Skelleftea Jr.,8475239,other_team,68,43,0.632
2009,5,10,131,CAR,Matt Kennedy,R,CAN,74,202,OHL,Guelph,8475089,other_team,39,4,0.103
2009,6,27,178,CAR,Rasmus Rissanen,D,FIN,74,202,FINLAND-JR.,Kalpa Jr.,8475294,active,30,21,0.7
2009,7,27,208,CAR,Tommi Kivisto,D,FIN,73,195,WHL,Red Deer,8475330,inactive,51,44,0.863
2008,1,14,14,CAR,Zach Boychuk,C,CAN,61,185,WHL,Lethbridge,8474576,other_team,105,70,0.667
2008,2,15,45,CAR,Zac Dalpe,F,CAN,73,195,BCHL,Penticton,8474610,active,163,131,0.804
2008,4,14,105,CAR,Michal Jordan,D,CZE,73,186,OHL,Plymouth,8474661,inactive,51,4,0.078
2008,6,14,165,CAR,Mike Murphy,G,CAN,61,165,OHL,Belleville,8474729,active,14,1,0.071
2008,7,14,195,CAR,Samuel Morneau,L,CAN,61,190,QMJHL,Baie Comeau,8474753,inactive,33,19,0.576
2007,1,11,11,CAR,Brandon Sutter,F,USA,75,183,WHL,Red Deer,8474091,active,129,98,0.76
2007,3,11,72,CAR,Drayson Bowman,F,USA,73,190,WHL,Spokane,8474137,active,166,56,0.337
2007,4,11,102,CAR,Justin McCrae,C,CAN,73,185,WHL,Saskatoon,8473993,other_team,146,94,0.644
2007,5,11,132,CAR,Chris Terry,L,CAN,61,190,OHL,Plymouth,8474052,inactive,241,61,0.253
2007,6,11,162,CAR,Brett Bellemore,D,CAN,76,205,OHL,Plymouth,8474135,inactive,111,42,0.378
2006,2,33,63,CAR,Jamie McBain,D,USA,74,200,USA,US Nat'l U-18,8473571,inactive,56,49,0.875
2006,3,30,93,CAR,Harrison Reed,R,CAN,73,185,OHL,Sarnia,8473477,active,16,7,0.438
2006,4,30,123,CAR,Bobby Hughes,C,CAN,61,180,OHL,Kingston,8473500,active,54,1,0.019
2006,5,30,153,CAR,Stefan Chaput,C,CAN,72,190,QMJHL,Lewiston,8473418,active,27,4,0.148
2006,6,30,183,CAR,Nick Dodge,R,CAN,61,185,ECAC,Clarkson U.,8473475,other_team,152,84,0.553
2006,7,30,213,CAR,Justin Krueger,D,DEU,74,205,BCHL,Penticton,8473535,active,206,152,0.738
2005,1,3,3,CAR,Jack Johnson,D,USA,73,219,USA,US Nat'l U-18,8471677,other_team,307,90,0.293
2005,2,28,58,CAR,Nathan Hagemo,D,USA,61,192,WCHA,U. of Minnesota,8471720,inactive,112,27,0.241
2005,3,3,64,CAR,Joe Barnes,C,CAN,75,212,WHL,Saskatoon,8471726,active,244,24,0.098
2005,4,3,94,CAR,Jakub Vojta,D,CZE,72,194,CZE JR.,Sparta Jr.,8471759,other_team,100,21,0.21
2005,4,32,123,CAR,Ondrej Otcenas,F,SVK,74,187,SVK JR.,Trencin Jr.,8471785,other_team,26,12,0.462
2005,5,20,145,CAR,Timothy Kunes,D,USA,73,170,EJHL,N.E. Jr. Falcons,8471806,other_team,94,9,0.096
2005,5,34,159,CAR,Risto Korhonen,D,FIN,75,202,FIN JR.,Karpat Jr.,8471820,active,268,141,0.526
2005,6,30,192,CAR,Nicolas Blanchard,C,CAN,75,200,QMJHL,Chicoutimi,8471853,inactive,166,63,0.38
2005,7,4,198,CAR,Kyle Lawson,D,USA,61,192,USA,US Nat'l U-18,8471770,active,249,143,0.574
2004,1,4,4,CAR,Andrew Ladd,L,CAN,75,205,WHL,Calgary,8471217,other_team,267,161,0.603
2004,2,8,38,CAR,Justin Peters,G,CAN,73,205,OHL,Toronto St. Michael's,8471251,active,368,293,0.796
2004,3,4,69,CAR,Casey Borer,D,USA,74,205,WCHA,St. Cloud State,8471282,inactive,126,37,0.294
2004,4,11,109,CAR,Brett Carson,D,CAN,76,210,WHL,Calgary,8471321,other_team,392,266,0.679
2004,5,8,137,CAR,Magnus Akerlund,G,SWE,73,183,SJL,HV 71 JR.,8471349,active,100,48,0.48
2004,7,9,202,CAR,Ryan Pottruff,D,CAN,74,198,OHL,London,8471414,other_team,282,85,0.301
2004,8,8,235,CAR,Jonas Fiedler,R,CZE,74,177,OHL,Plymouth,8470089,active,339,95,0.28
2004,9,10,268,CAR,Martin Vagner,D,CZE,73,214,QMJHL,Gatineau,8470168,other_team,319,319,1
2003,1,2,2,CAR,Eric Staal,C,CAN,76,205,OHL,Peterborough,8470595,active,417,200,0.48
2003,2,1,31,CAR,Danny Richmond,D,USA,72,192,CCHA,U. of Michigan,8470624,other_team,340,195,0.574
2003,4,1,102,CAR,Aaron Dawson,D,USA,76,220,OHL,Peterborough,8470695,other_team,43,34,0.791
2003,4,25,126,CAR,Kevin Nastiuk,G,CAN,73,180,WHL,Medicine Hat,8470718,inactive,336,254,0.756
2003,4,29,130,CAR,Matej Trojovsky,D,CZE,76,220,WHL,Regina,8470722,inactive,216,113,0.523
2003,5,1,137,CAR,Tyson Strachan,D,CAN,74,215,BCHL,Vernon,8470729,other_team,185,112,0.605
2003,7,1,198,CAR,Shay Stephenson,L,CAN,74,180,WHL,Red Deer,8469720,active,40,22,0.55
2003,8,1,230,CAR,Jamie Hoffmann,C,USA,74,195,USHL,Des Moines,8470819,inactive,375,334,0.891
2003,9,1,262,CAR,Ryan Rorabeck,C,CAN,73,173,OHL,Toronto St. Michael's,8470851,other_team,382,96,0.251
2002,1,25,25,CAR,Cam Ward,G,CAN,73,185,WHL,Red Deer,8470320,other_team,59,30,0.508
2002,3,28,91,CAR,Jesse Lane,D,USA,73,210,QMJHL,Hull,8470077,active,132,48,0.364
2002,5,29,160,CAR,Daniel Manzato,G,CHE,72,178,QMJHL,Victoriaville,8470108,active,25,18,0.72
2002,7,27,224,CAR,Adam Taylor,C,CAN,72,190,WHL,Kootenay,8470107,inactive,407,336,0.826
2001,1,15,15,CAR,Igor Knyazev,D,RUS,72,208,RUS D1,Spartak,8469468,other_team,203,53,0.261
2001,2,16,46,CAR,Michael Zigomanis,C,CAN,72,200,OHL,Kingston,8467937,active,469,190,0.405
2001,3,28,91,CAR,Kevin Estrada,L,CAN,61,180,BCJHL,Chilliwack,8469540,other_team,532,457,0.859
2001,4,14,110,CAR,Rob Zepp,G,CAN,72,181,OHL,Plymouth,8467972,inactive,176,38,0.216
2001,6,16,181,CAR,Daniel Boisclair,G,CAN,74,185,QMJHL,Cape Breton,8469628,active,333,304,0.913
2001,7,15,211,CAR,Sean Curry,D,USA,76,230,WHL,Tri-City,8469655,other_team,511,25,0.049
2001,8,17,244,CAR,Carter Trevisani,D,CAN,73,185,OHL,Ottawa,8469687,inactive,373,19,0.051
2001,9,15,274,CAR,Peter Reynolds,D,CAN,75,195,OHL,North Bay,8467933,active,543,27,0.05
2000,2,2,32,CAR,Tomas Kurka,L,CZE,61,190,,Plymouth,8468512,active,387,114,0.295
2000,3,15,80,CAR,Ryan Bayda,L,CAN,61,185,,U. of North Dakota,8468560,inactive,106,7,0.066
2000,4,1,97,CAR,Niclas Wallin,D,SWE,75,220,,Brynas If,8468577,inactive,596,465,0.78
2000,4,14,110,CAR,Jared Newman,D,USA,0,201,,Plymouth,8468590,inactive,335,52,0.155
2000,6,14,181,CAR,J.D. Forrest,D,USA,69,185,,US Nat'l U-18,8468661,other_team,505,287,0.568
2000,7,15,212,CAR,Magnus Kahnberg,F,SWE,74,174,,Frolunda,8468692,other_team,314,2,0.006
2000,8,6,235,CAR,Craig Kowalski,G,USA,61,200,,Compuware,8468715,active,165,108,0.655
2000,9,15,276,CAR,Troy Ferguson,F,CAN,0,165,,Michigan State,8468756,active,71,63,0.887
2011,2,7,37,CBJ,Boone Jenner,C,CAN,73,196,OHL,Oshawa,8476432,other_team,0,0,#DIV/0!
2011,3,5,66,CBJ,Thomas Tynan,C,USA,68,165,CCHA,Notre Dame,8476391,inactive,13,4,0.308
2011,4,7,98,CBJ,Mike Reilly,D,USA,61,156,HIGH-MN,Shattuck-St. Mary's,8476422,inactive,12,2,0.167
2011,5,7,128,CBJ,Seth Ambroz,RW,USA,74,209,USHL,Omaha,8476369,other_team,50,35,0.7
2011,6,7,158,CBJ,Lukas Sedlak,C,CZE,72,198,CZREP-JR.,C. Budejovice Jr.,8476310,active,6,0,0
2011,7,7,188,CBJ,Anton Forsberg,G,SWE,74,176,SWE-JR.,Modo Jr.,8476341,other_team,23,22,0.957
2010,1,4,4,CBJ,Ryan Johansen,C,CAN,74,192,WHL,Portland,8475793,active,46,40,0.87
2010,2,4,34,CBJ,Dalton Smith,LW,CAN,74,203,OHL,Ottawa,8475748,active,32,0,0
2010,2,25,55,CBJ,Petr Straka,RW,CZE,73,185,QMJHL,Rimouski,8475723,other_team,48,39,0.813
2010,4,4,94,CBJ,Brandon Archibald,D,USA,76,200,OHL,Sault Ste. Marie,8475822,other_team,80,28,0.35
2010,4,12,102,CBJ,Mathieu Corbeil,G,CAN,78,186,QMJHL,Halifax,8475819,other_team,9,0,0
2010,5,4,124,CBJ,Austin Madaisky,D,CAN,74,185,WHL,Kamloops,8475787,other_team,20,15,0.75
2010,6,4,154,CBJ,Dalton Prout,D,CAN,74,201,OHL,Barrie,8474774,active,96,52,0.542
2010,7,4,184,CBJ,Martin Ouellette,G,CAN,73,160,HIGH-NH,Kimball Union,8475910,inactive,48,8,0.167
2009,1,21,21,CBJ,John Moore,D,USA,74,189,USHL,Chicago,8475186,active,33,19,0.576
2009,2,26,56,CBJ,Kevin Lynch,C,USA,73,190,USDP,USA U-18,8475201,inactive,95,68,0.716
2009,4,3,94,CBJ,David Savard,D,CAN,73,200,QMJHL,Moncton,8475233,active,105,40,0.381
2009,5,16,137,CBJ,Thomas Larkin,D,ENG,77,206,HIGH-NH,Phillips-Exeter,8475262,inactive,61,41,0.672
2009,6,16,167,CBJ,Anton Blomqvist,D,SWE,76,189,SWE-JR.,Malmo Jr.,8475306,other_team,114,44,0.386
2009,7,16,197,CBJ,Kyle Neuber,R,CAN,74,225,OHL,Mississauga St. Michael's,8474807,other_team,68,9,0.132
2008,1,6,6,CBJ,Nikita Filatov,L,RUS,72,190,RUSSIA-3,CSKA 2,8474566,other_team,50,41,0.82
2008,2,7,37,CBJ,Cody Goloubef,D,CAN,72,195,WCHA,U. of Wisconsin,8474597,active,121,64,0.529
2008,4,16,107,CBJ,Steven Delisle,D,CAN,78,209,QMJHL,Gatineau,8474672,other_team,86,14,0.163
